País de residencia;Tipo de dato;Periodo;Total
Países Bajos;Dato base;2017M10;363.241
Países Bajos;Dato base;2017M09;379.013
Países Bajos;Dato base;2017M08;528.911
Países Bajos;Dato base;2017M07;563.122
Países Bajos;Dato base;2017M06;350.954
Países Bajos;Dato base;2017M05;421.259
Países Bajos;Dato base;2017M04;283.275
Países Bajos;Dato base;2017M03;199.662
Países Bajos;Dato base;2017M02;168.291
Países Bajos;Dato base;2017M01;147.053
Países Bajos;Dato base;2016M12;140.414
Países Bajos;Dato base;2016M11;145.803
Países Bajos;Dato base;2016M10;304.075
Países Bajos;Dato base;2016M09;321.168
Países Bajos;Dato base;2016M08;477.827
Países Bajos;Dato base;2016M07;508.443
Países Bajos;Dato base;2016M06;306.457
Países Bajos;Dato base;2016M05;380.876
Países Bajos;Dato base;2016M04;321.507
Países Bajos;Dato base;2016M03;175.242
Países Bajos;Dato base;2016M02;148.557
Países Bajos;Dato base;2016M01;124.662
Países Bajos;Dato base;2015M12;134.481
Países Bajos;Dato base;2015M11;127.758
Países Bajos;Dato base;2015M10;290.035
Países Bajos;Tasa de variación anual;2023M05;-6,81
Países Bajos;Tasa de variación anual;2023M04;17,55
Países Bajos;Tasa de variación anual;2023M03;1,73
Países Bajos;Tasa de variación anual;2023M02;-4,14
Países Bajos;Tasa de variación anual;2023M01;10,03
Países Bajos;Tasa de variación anual;2022M12;12,85
Países Bajos;Tasa de variación anual;2022M11;8,73
Países Bajos;Tasa de variación anual;2022M10;-4,22
Países Bajos;Tasa de variación anual;2022M09;14,82
Países Bajos;Tasa de variación anual;2022M08;26,94
Países Bajos;Tasa de variación anual;2022M07;91,19
Países Bajos;Tasa de variación anual;2022M06;161,87
Países Bajos;Tasa de variación anual;2022M05;484,08
Países Bajos;Tasa de variación anual;2022M04;1.080,54
Países Bajos;Tasa de variación anual;2022M03;1.127,60
Países Bajos;Tasa de variación anual;2022M02;1.485,57
Países Bajos;Tasa de variación anual;2022M01;1.064,21
Países Bajos;Tasa de variación anual;2021M12;591,94
Países Bajos;Tasa de variación anual;2021M11;841,92
Países Bajos;Tasa de variación anual;2021M10;941,12
Países Bajos;Tasa de variación anual;2021M09;970,19
Países Bajos;Tasa de variación anual;2021M08;174,38
Países Bajos;Tasa de variación anual;2021M07;53,24
Países Bajos;Tasa de variación anual;2021M06;1.022,27
Países Bajos;Tasa de variación anual;2021M05;..
Países Bajos;Tasa de variación anual;2021M04;..
Países Bajos;Tasa de variación anual;2021M03;-80,96
Países Bajos;Tasa de variación anual;2021M02;-94,18
Países Bajos;Tasa de variación anual;2021M01;-90,23
Países Bajos;Tasa de variación anual;2020M12;-86,97
Países Bajos;Tasa de variación anual;2020M11;-89,93
Países Bajos;Tasa de variación anual;2020M10;-89,57
Países Bajos;Tasa de variación anual;2020M09;-91,00
Países Bajos;Tasa de variación anual;2020M08;-66,76
Países Bajos;Tasa de variación anual;2020M07;-62,40
Países Bajos;Tasa de variación anual;2020M06;-96,68
Países Bajos;Tasa de variación anual;2020M05;-100,00
Países Bajos;Tasa de variación anual;2020M04;-100,00
Países Bajos;Tasa de variación anual;2020M03;-57,01
Países Bajos;Tasa de variación anual;2020M02;16,15
Países Bajos;Tasa de variación anual;2020M01;6,74
Países Bajos;Tasa de variación anual;2019M12;6,51
Países Bajos;Tasa de variación anual;2019M11;9,58
Países Bajos;Tasa de variación anual;2019M10;-10,17
Países Bajos;Tasa de variación anual;2019M09;-1,82
Países Bajos;Tasa de variación anual;2019M08;-9,49
Países Bajos;Tasa de variación anual;2019M07;-5,45
Países Bajos;Tasa de variación anual;2019M06;-2,20
Países Bajos;Tasa de variación anual;2019M05;-4,46
Países Bajos;Tasa de variación anual;2019M04;-8,87
Países Bajos;Tasa de variación anual;2019M03;-2,30
Países Bajos;Tasa de variación anual;2019M02;-2,22
Países Bajos;Tasa de variación anual;2019M01;-5,07
Países Bajos;Tasa de variación anual;2018M12;14,65
Países Bajos;Tasa de variación anual;2018M11;0,42
Países Bajos;Tasa de variación anual;2018M10;3,54
Países Bajos;Tasa de variación anual;2018M09;0,92
Países Bajos;Tasa de variación anual;2018M08;-4,98
Países Bajos;Tasa de variación anual;2018M07;-4,54
Países Bajos;Tasa de variación anual;2018M06;15,31
Países Bajos;Tasa de variación anual;2018M05;6,01
Países Bajos;Tasa de variación anual;2018M04;14,69
Países Bajos;Tasa de variación anual;2018M03;13,72
Países Bajos;Tasa de variación anual;2018M02;2,53
Países Bajos;Tasa de variación anual;2018M01;9,28
Países Bajos;Tasa de variación anual;2017M12;-4,40
Países Bajos;Tasa de variación anual;2017M11;13,53
Países Bajos;Tasa de variación anual;2017M10;19,46
Países Bajos;Tasa de variación anual;2017M09;18,01
Países Bajos;Tasa de variación anual;2017M08;10,69
Países Bajos;Tasa de variación anual;2017M07;10,75
Países Bajos;Tasa de variación anual;2017M06;14,52
Países Bajos;Tasa de variación anual;2017M05;10,60
Países Bajos;Tasa de variación anual;2017M04;-11,89
Países Bajos;Tasa de variación anual;2017M03;13,93
Países Bajos;Tasa de variación anual;2017M02;13,28
Países Bajos;Tasa de variación anual;2017M01;17,96
Países Bajos;Tasa de variación anual;2016M12;4,41
Países Bajos;Tasa de variación anual;2016M11;14,12
Países Bajos;Tasa de variación anual;2016M10;4,84
Países Bajos;Tasa de variación anual;2016M09;3,11
Países Bajos;Tasa de variación anual;2016M08;12,25
Países Bajos;Tasa de variación anual;2016M07;-3,72
Países Bajos;Tasa de variación anual;2016M06;8,98
Países Bajos;Tasa de variación anual;2016M05;7,80
Países Bajos;Tasa de variación anual;2016M04;37,45
Países Bajos;Tasa de variación anual;2016M03;27,55
Países Bajos;Tasa de variación anual;2016M02;9,59
Países Bajos;Tasa de variación anual;2016M01;9,73
Países Bajos;Tasa de variación anual;2015M12;11,45
Países Bajos;Tasa de variación anual;2015M11;-5,17
Países Bajos;Tasa de variación anual;2015M10;7,37
Países Bajos;Acumulado en lo que va de año;2023M05;1.371.536
Países Bajos;Acumulado en lo que va de año;2023M04;978.587
Países Bajos;Acumulado en lo que va de año;2023M03;604.046
Países Bajos;Acumulado en lo que va de año;2023M02;377.252
Países Bajos;Acumulado en lo que va de año;2023M01;203.843
Países Bajos;Acumulado en lo que va de año;2022M12;3.923.089
Países Bajos;Acumulado en lo que va de año;2022M11;3.756.258
Países Bajos;Acumulado en lo que va de año;2022M10;3.568.369
Países Bajos;Acumulado en lo que va de año;2022M09;3.216.980
Países Bajos;Acumulado en lo que va de año;2022M08;2.801.770
Países Bajos;Acumulado en lo que va de año;2022M07;2.275.101
Países Bajos;Acumulado en lo que va de año;2022M06;1.715.216
Países Bajos;Acumulado en lo que va de año;2022M05;1.329.388
Países Bajos;Acumulado en lo que va de año;2022M04;907.705
Países Bajos;Acumulado en lo que va de año;2022M03;589.093
Países Bajos;Acumulado en lo que va de año;2022M02;366.164
Países Bajos;Acumulado en lo que va de año;2022M01;185.268
Países Bajos;Acumulado en lo que va de año;2021M12;2.048.853
Países Bajos;Acumulado en lo que va de año;2021M11;1.901.012
Países Bajos;Acumulado en lo que va de año;2021M10;1.728.205
Países Bajos;Acumulado en lo que va de año;2021M09;1.361.349
Países Bajos;Acumulado en lo que va de año;2021M08;999.743
Países Bajos;Acumulado en lo que va de año;2021M07;584.844
Países Bajos;Acumulado en lo que va de año;2021M06;292.004
Países Bajos;Acumulado en lo que va de año;2021M05;144.667
Países Bajos;Acumulado en lo que va de año;2021M04;72.471
Países Bajos;Acumulado en lo que va de año;2021M03;45.482
Países Bajos;Acumulado en lo que va de año;2021M02;27.323
Países Bajos;Acumulado en lo que va de año;2021M01;15.914
Países Bajos;Acumulado en lo que va de año;2020M12;918.361
Países Bajos;Acumulado en lo que va de año;2020M11;896.995
Países Bajos;Acumulado en lo que va de año;2020M10;878.649
Países Bajos;Acumulado en lo que va de año;2020M09;843.412
Países Bajos;Acumulado en lo que va de año;2020M08;809.623
Países Bajos;Acumulado en lo que va de año;2020M07;658.410
Países Bajos;Acumulado en lo que va de año;2020M06;467.306
Países Bajos;Acumulado en lo que va de año;2020M05;454.178
Países Bajos;Acumulado en lo que va de año;2020M04;454.178
Países Bajos;Acumulado en lo que va de año;2020M03;454.178
Países Bajos;Acumulado en lo que va de año;2020M02;358.817
Países Bajos;Acumulado en lo que va de año;2020M01;162.843
Países Bajos;Acumulado en lo que va de año;2019M12;3.684.260
Países Bajos;Acumulado en lo que va de año;2019M11;3.520.330
Países Bajos;Acumulado en lo que va de año;2019M10;3.338.192
Países Bajos;Acumulado en lo que va de año;2019M09;3.000.343
Países Bajos;Acumulado en lo que va de año;2019M08;2.624.781
Países Bajos;Acumulado en lo que va de año;2019M07;2.169.915
Países Bajos;Acumulado en lo que va de año;2019M06;1.661.655
Países Bajos;Acumulado en lo que va de año;2019M05;1.265.863
Países Bajos;Acumulado en lo que va de año;2019M04;839.188
Países Bajos;Acumulado en lo que va de año;2019M03;543.114
Países Bajos;Acumulado en lo que va de año;2019M02;321.280
Países Bajos;Acumulado en lo que va de año;2019M01;152.557
Países Bajos;Acumulado en lo que va de año;2018M12;3.855.269
Países Bajos;Acumulado en lo que va de año;2018M11;3.701.364
Países Bajos;Acumulado en lo que va de año;2018M10;3.535.143
Países Bajos;Acumulado en lo que va de año;2018M09;3.159.044
Países Bajos;Acumulado en lo que va de año;2018M08;2.776.534
Países Bajos;Acumulado en lo que va de año;2018M07;2.273.989
Países Bajos;Acumulado en lo que va de año;2018M06;1.736.447
Países Bajos;Acumulado en lo que va de año;2018M05;1.331.771
Países Bajos;Acumulado en lo que va de año;2018M04;885.188
Países Bajos;Acumulado en lo que va de año;2018M03;560.304
Países Bajos;Acumulado en lo que va de año;2018M02;333.251
Países Bajos;Acumulado en lo que va de año;2018M01;160.700
Países Bajos;Acumulado en lo que va de año;2017M12;3.704.549
Países Bajos;Acumulado en lo que va de año;2017M11;3.570.307
Países Bajos;Acumulado en lo que va de año;2017M10;3.404.780
Países Bajos;Acumulado en lo que va de año;2017M09;3.041.539
Países Bajos;Acumulado en lo que va de año;2017M08;2.662.526
Países Bajos;Acumulado en lo que va de año;2017M07;2.133.616
Países Bajos;Acumulado en lo que va de año;2017M06;1.570.493
Países Bajos;Acumulado en lo que va de año;2017M05;1.219.540
Países Bajos;Acumulado en lo que va de año;2017M04;798.281
Países Bajos;Acumulado en lo que va de año;2017M03;515.006
Países Bajos;Acumulado en lo que va de año;2017M02;315.344
Países Bajos;Acumulado en lo que va de año;2017M01;147.053
Países Bajos;Acumulado en lo que va de año;2016M12;3.355.031
Países Bajos;Acumulado en lo que va de año;2016M11;3.214.617
Países Bajos;Acumulado en lo que va de año;2016M10;3.068.814
Países Bajos;Acumulado en lo que va de año;2016M09;2.764.739
Países Bajos;Acumulado en lo que va de año;2016M08;2.443.571
Países Bajos;Acumulado en lo que va de año;2016M07;1.965.745
Países Bajos;Acumulado en lo que va de año;2016M06;1.457.301
Países Bajos;Acumulado en lo que va de año;2016M05;1.150.844
Países Bajos;Acumulado en lo que va de año;2016M04;769.968
Países Bajos;Acumulado en lo que va de año;2016M03;448.461
Países Bajos;Acumulado en lo que va de año;2016M02;273.219
Países Bajos;Acumulado en lo que va de año;2016M01;124.662
Países Bajos;Acumulado en lo que va de año;2015M12;""
Países Bajos;Acumulado en lo que va de año;2015M11;""
Países Bajos;Acumulado en lo que va de año;2015M10;""
Países Bajos;Tasa de variación acumulada;2023M05;3,17
Países Bajos;Tasa de variación acumulada;2023M04;7,81
Países Bajos;Tasa de variación acumulada;2023M03;2,54
Países Bajos;Tasa de variación acumulada;2023M02;3,03
Países Bajos;Tasa de variación acumulada;2023M01;10,03
Países Bajos;Tasa de variación acumulada;2022M12;91,48
Países Bajos;Tasa de variación acumulada;2022M11;97,59
Países Bajos;Tasa de variación acumulada;2022M10;106,48
Países Bajos;Tasa de variación acumulada;2022M09;136,31
Países Bajos;Tasa de variación acumulada;2022M08;180,25
Países Bajos;Tasa de variación acumulada;2022M07;289,01
Países Bajos;Tasa de variación acumulada;2022M06;487,39
Países Bajos;Tasa de variación acumulada;2022M05;818,93
Países Bajos;Tasa de variación acumulada;2022M04;1.152,51
Países Bajos;Tasa de variación acumulada;2022M03;1.195,21
Países Bajos;Tasa de variación acumulada;2022M02;1.240,15
Países Bajos;Tasa de variación acumulada;2022M01;1.064,21
Países Bajos;Tasa de variación acumulada;2021M12;123,10
Países Bajos;Tasa de variación acumulada;2021M11;111,93
Países Bajos;Tasa de variación acumulada;2021M10;96,69
Países Bajos;Tasa de variación acumulada;2021M09;61,41
Países Bajos;Tasa de variación acumulada;2021M08;23,48
Países Bajos;Tasa de variación acumulada;2021M07;-11,17
Países Bajos;Tasa de variación acumulada;2021M06;-37,51
Países Bajos;Tasa de variación acumulada;2021M05;-68,15
Países Bajos;Tasa de variación acumulada;2021M04;-84,04
Países Bajos;Tasa de variación acumulada;2021M03;-89,99
Países Bajos;Tasa de variación acumulada;2021M02;-92,39
Países Bajos;Tasa de variación acumulada;2021M01;-90,23
Países Bajos;Tasa de variación acumulada;2020M12;-75,07
Países Bajos;Tasa de variación acumulada;2020M11;-74,52
Países Bajos;Tasa de variación acumulada;2020M10;-73,68
Países Bajos;Tasa de variación acumulada;2020M09;-71,89
Países Bajos;Tasa de variación acumulada;2020M08;-69,15
Países Bajos;Tasa de variación acumulada;2020M07;-69,66
Países Bajos;Tasa de variación acumulada;2020M06;-71,88
Países Bajos;Tasa de variación acumulada;2020M05;-64,12
Países Bajos;Tasa de variación acumulada;2020M04;-45,88
Países Bajos;Tasa de variación acumulada;2020M03;-16,38
Países Bajos;Tasa de variación acumulada;2020M02;11,68
Países Bajos;Tasa de variación acumulada;2020M01;6,74
Países Bajos;Tasa de variación acumulada;2019M12;-4,44
Países Bajos;Tasa de variación acumulada;2019M11;-4,89
Países Bajos;Tasa de variación acumulada;2019M10;-5,57
Países Bajos;Tasa de variación acumulada;2019M09;-5,02
Países Bajos;Tasa de variación acumulada;2019M08;-5,47
Países Bajos;Tasa de variación acumulada;2019M07;-4,58
Países Bajos;Tasa de variación acumulada;2019M06;-4,31
Países Bajos;Tasa de variación acumulada;2019M05;-4,95
Países Bajos;Tasa de variación acumulada;2019M04;-5,20
Países Bajos;Tasa de variación acumulada;2019M03;-3,07
Países Bajos;Tasa de variación acumulada;2019M02;-3,59
Países Bajos;Tasa de variación acumulada;2019M01;-5,07
Países Bajos;Tasa de variación acumulada;2018M12;4,07
Países Bajos;Tasa de variación acumulada;2018M11;3,67
Países Bajos;Tasa de variación acumulada;2018M10;3,83
Países Bajos;Tasa de variación acumulada;2018M09;3,86
Países Bajos;Tasa de variación acumulada;2018M08;4,28
Países Bajos;Tasa de variación acumulada;2018M07;6,58
Países Bajos;Tasa de variación acumulada;2018M06;10,57
Países Bajos;Tasa de variación acumulada;2018M05;9,20
Países Bajos;Tasa de variación acumulada;2018M04;10,89
Países Bajos;Tasa de variación acumulada;2018M03;8,80
Países Bajos;Tasa de variación acumulada;2018M02;5,68
Países Bajos;Tasa de variación acumulada;2018M01;9,28
Países Bajos;Tasa de variación acumulada;2017M12;10,42
Países Bajos;Tasa de variación acumulada;2017M11;11,06
Países Bajos;Tasa de variación acumulada;2017M10;10,95
Países Bajos;Tasa de variación acumulada;2017M09;10,01
Países Bajos;Tasa de variación acumulada;2017M08;8,96
Países Bajos;Tasa de variación acumulada;2017M07;8,54
Países Bajos;Tasa de variación acumulada;2017M06;7,77
Países Bajos;Tasa de variación acumulada;2017M05;5,97
Países Bajos;Tasa de variación acumulada;2017M04;3,68
Países Bajos;Tasa de variación acumulada;2017M03;14,84
Países Bajos;Tasa de variación acumulada;2017M02;15,42
Países Bajos;Tasa de variación acumulada;2017M01;17,96
Países Bajos;Tasa de variación acumulada;2016M12;9,19
Países Bajos;Tasa de variación acumulada;2016M11;9,41
Países Bajos;Tasa de variación acumulada;2016M10;9,20
Países Bajos;Tasa de variación acumulada;2016M09;9,70
Países Bajos;Tasa de variación acumulada;2016M08;10,63
Países Bajos;Tasa de variación acumulada;2016M07;10,24
Países Bajos;Tasa de variación acumulada;2016M06;16,12
Países Bajos;Tasa de variación acumulada;2016M05;18,18
Países Bajos;Tasa de variación acumulada;2016M04;24,09
Países Bajos;Tasa de variación acumulada;2016M03;16,01
Países Bajos;Tasa de variación acumulada;2016M02;9,65
Países Bajos;Tasa de variación acumulada;2016M01;9,73
Países Bajos;Tasa de variación acumulada;2015M12;""
Países Bajos;Tasa de variación acumulada;2015M11;""
Países Bajos;Tasa de variación acumulada;2015M10;""
Países Nórdicos;Dato base;2023M05;349.186
Países Nórdicos;Dato base;2023M04;430.640
Países Nórdicos;Dato base;2023M03;390.631
Países Nórdicos;Dato base;2023M02;337.989
Países Nórdicos;Dato base;2023M01;344.197
Países Nórdicos;Dato base;2022M12;308.131
